date;ipsrc;ipdst;proto;portdst;ruleid;action;interin;interout
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:41:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:41:20;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:41:20;192.168.0.29;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:41:20;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;22;35;Deny;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;22;35;Deny;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;22;35;Deny;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:42:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:42:41;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:42:41;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:42:52;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:42:52;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:42:54;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:42:54;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:42:58;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:42:58;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:00;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:00;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:00;192.168.0.29;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:00;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:00;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:43:02;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:02;192.168.0.29;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:43:02;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:02;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:43:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:43:17;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:17;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:20;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:20;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:23;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:23;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:24;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:43:24;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:25;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:25;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:26;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:26;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:28;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:28;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:28;0.0.0.0;255.255.255.255;UDP;67;5;Permit;IN;
2022-03-07 17:43:41;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:43:43;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:43:45;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:43:49;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:49;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:51;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:51;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:53;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:53;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:55;192.168.0.10;192.168.0.255;UDP;137;5;Permit;IN;
2022-03-07 17:43:55;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:43:55;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;22;35;Deny;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:44:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;139;35;Deny;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;5900;35;Deny;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;199;35;Deny;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;111;35;Deny;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:44:07;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:44:08;192.168.0.40;192.168.0.33;TCP;26882;35;Deny;IN;
2022-03-07 17:44:09;192.168.0.40;192.168.0.33;TCP;34906;35;Deny;IN;
2022-03-07 17:44:10;192.168.0.40;192.168.0.33;TCP;52940;35;Deny;IN;
2022-03-07 17:44:11;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:44:11;192.168.0.40;192.168.0.33;TCP;43083;35;Deny;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;3306;35;Deny;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;22;35;Deny;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;22;35;Deny;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:45:05;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:45:05;192.168.0.10;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:45:58;10.0.0.1;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:45:58;192.168.4.1;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:45:58;172.156.2.26;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:45:58;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:45:58;192.168.1.0;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:45:58;10.0.0.1;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:45:58;192.168.4.1;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:45:58;172.156.2.26;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:45:58;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:45:58;192.168.1.0;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:45:58;10.0.0.1;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:45:58;192.168.4.1;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:45:58;172.156.2.26;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:45:58;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:45:58;192.168.1.0;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:45:58;10.0.0.1;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:45:58;192.168.4.1;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:45:58;172.156.2.26;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:45:58;192.168.0.40;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:45:58;192.168.1.0;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:45:58;10.0.0.1;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:58;192.168.4.1;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:58;172.156.2.26;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:58;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:58;192.168.1.0;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:58;10.0.0.1;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:58;192.168.4.1;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:58;172.156.2.26;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:58;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:58;192.168.1.0;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:59;10.0.0.1;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:59;192.168.4.1;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:45:59;10.0.0.1;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:59;192.168.4.1;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:45:59;10.0.0.1;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:45:59;192.168.4.1;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:02;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:14;206.233.101.144;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:46:14;83.48.18.114;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:46:14;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:46:14;146.9.192.25;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:46:14;125.143.47.187;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:46:14;206.233.101.144;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:14;83.48.18.114;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:14;192.168.0.40;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:14;146.9.192.25;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:14;125.143.47.187;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:14;206.233.101.144;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:14;83.48.18.114;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:14;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:14;146.9.192.25;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:14;125.143.47.187;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:14;206.233.101.144;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:46:14;83.48.18.114;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:46:14;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:46:14;146.9.192.25;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:46:14;125.143.47.187;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:46:14;206.233.101.144;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:14;83.48.18.114;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:14;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:14;146.9.192.25;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:14;125.143.47.187;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:14;206.233.101.144;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:46:14;83.48.18.114;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:46:14;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:46:14;146.9.192.25;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:46:14;125.143.47.187;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:46:15;206.233.101.144;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:15;83.48.18.114;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:46:15;206.233.101.144;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:15;83.48.18.114;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:46:15;206.233.101.144;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:15;83.48.18.114;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:46:59;192.168.0.37;192.168.0.255;UDP;138;5;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;256;35;Deny;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;135;35;Deny;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;3306;35;Deny;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;554;35;Deny;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:47:23;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;554;35;Deny;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;110;35;Deny;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;1723;35;Deny;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;143;35;Deny;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:46;192.168.0.37;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;53;35;Deny;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:47:47;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:48;192.168.0.37;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:47:48;192.168.0.37;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:47:48;192.168.0.37;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:47:48;192.168.0.37;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:47:49;192.168.0.37;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:47:49;192.168.0.37;192.168.0.33;TCP;2717;35;Deny;IN;
2022-03-07 17:47:50;192.168.0.37;192.168.0.33;TCP;1024;35;Deny;IN;
2022-03-07 17:47:51;192.168.0.37;192.168.0.33;TCP;5226;35;Deny;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;20;3;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;445;6;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;8080;8;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;443;7;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:48:01;192.168.0.40;192.168.0.33;TCP;80;4;Permit;IN;
2022-03-07 17:48:13;192.168.0.40;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:48:13;212.95.74.75;192.168.0.33;TCP;21;3;Permit;IN;
2022-03-07 17:48:13;192.168.0.40;192.168.0.33;TCP;23;2;Permit;IN;
2022-03-07 17:48:13;212.95.74.75;192.168.0.33;TCP;23;2;Permit;IN;
